Chapter ID,Book Name,Chapter,Text
370,2 Chronicles,3,Then Solomon began build house Jehovah Jerusalem mount Moriah   Jehovah   appeared David father made ready place David had appointed threshing floor Ornan Jebusite And began build second   day   second month fourth year reign Now are foundations Solomon laid building house God length cubits first measure was threescore cubits breadth twenty cubits And porch was house   length according breadth house was twenty cubits height hundred twenty overlaid pure gold And greater house ceiled fir wood overlaid fine gold wrought thereon palm trees chains And garnished house precious stones beauty gold was gold Parvaim He overlaid also house beams thresholds walls thereof doors thereof gold graved cherubim walls And made most holy house length thereof according breadth house was twenty cubits breadth thereof twenty cubits overlaid fine gold amounting six hundred weight nails was fifty shekels gold overlaid upper chambers gold And most holy house made two cherubim image work overlaid wings cherubim were twenty cubits long wing one   cherub   was five cubits reaching wall house other wing was   likewise   five cubits reaching wing other cherub And wing other cherub was five cubits reaching wall house other wing was five cubits   also   joining wing other cherub The wings cherubim spread forth twenty cubits stood feet faces were house And made veil blue purple crimson fine linen wrought cherubim made house two pillars thirty five cubits high capital was top was five cubits And made chains oracle put     tops pillars made hundred pomegranates put chains And set pillars temple one right hand other left called name right hand Jachin name left Boaz 
371,2 Chronicles,4,Moreover made altar brass twenty cubits length thereof twenty cubits breadth thereof ten cubits height thereof Also made molten sea ten cubits brim brim round compass height thereof was five cubits line thirty cubits compassed round about And was likeness oxen did compass round ten cubits compassing sea round oxen were two rows cast was cast It stood upon twelve oxen three looking north three looking west three looking south three looking east sea was set hinder parts were inward And was handbreadth thick brim thereof was wrought brim cup flower lily received held three thousand baths He made also ten lavers put five right hand five left wash such things belonged burnt offering washed sea was priests wash in And made ten candlesticks gold according ordinance concerning set temple five right hand five left He made also ten tables placed temple five right side five left made hundred basins gold Furthermore made court priests great court doors court overlaid doors brass And set sea right side   house   eastward south And Huram made pots shovels basins So Huram made end doing work wrought king Solomon house God two pillars bowls two capitals were top pillars two networks cover two bowls capitals were top pillars four hundred pomegranates two networks two rows pomegranates network cover two bowls capitals were pillars He made also bases lavers made bases one sea twelve oxen it The pots also shovels flesh hooks vessels thereof did Huram father make king Solomon house Jehovah bright plain Jordan did king cast clay ground Succoth Zeredah Thus Solomon made vessels great abundance weight brass not be found Solomon made vessels were house God golden altar also tables was showbread candlesticks lamps burn according ordinance oracle pure gold flowers lamps tongs gold perfect gold snuffers basins spoons firepans pure gold entry house inner doors thereof most holy place doors house wit   temple were gold 
372,2 Chronicles,5,Thus work Solomon wrought house Jehovah was finished Solomon brought things David father had dedicated even silver gold vessels put treasuries house God Then Solomon assembled elders Israel heads tribes princes fathers   houses   children Israel unto Jerusalem bring ark covenant Jehovah city David is Zion And men Israel assembled king feast was     seventh month And elders Israel came Levites took ark brought ark tent meeting holy vessels were Tent did priests Levites bring up And king Solomon congregation Israel were assembled unto were ark sacrificing sheep oxen not be counted numbered multitude And priests brought ark covenant Jehovah place oracle house most holy place even wings cherubim For cherubim spread forth wings place ark cherubim covered ark staves thereof staves were so long ends staves were seen ark oracle were not seen is unto day There was nothing ark save two tables Moses put     Horeb Jehovah made covenant children Israel came Egypt And came pass priests were come holy place priests were present had sanctified did not keep courses also Levites were singers even Asaph Heman Jeduthun sons brethren arrayed fine linen cymbals psalteries harps stood east end altar hundred twenty priests sounding trumpets came pass trumpeters singers were one make one sound be heard praising thanking Jehovah lifted voice trumpets cymbals instruments music praised Jehovah   saying   is good lovingkindness   endureth   ever then house was filled cloud even house Jehovah priests not stand minister reason cloud glory Jehovah filled house God 
373,2 Chronicles,6,Then spake Solomon Jehovah hath said dwell thick darkness But have built house habitation place thee dwell ever And king turned face blessed assembly Israel assembly Israel stood And said Blessed be Jehovah God Israel spake mouth unto David father hath hands fulfilled saying day brought forth people land Egypt chose city tribes Israel build house name be there chose man be prince people Israel have chosen Jerusalem name be there have chosen David be people Israel Now was heart David father build house name Jehovah God Israel But Jehovah said unto David father was thy heart build house name thou didst well was thy heart nevertheless thou shalt not build house thy son come forth thy loins build house name And Jehovah hath performed word spake am risen room David father sit throne Israel Jehovah promised have built house name Jehovah God Israel And have set ark wherein is covenant Jehovah made children Israel And stood altar Jehovah presence assembly Israel spread forth hands Solomon had made brazen scaffold five cubits long five cubits broad three cubits high had set midst court stood kneeled knees assembly Israel spread forth hands heaven said O Jehovah God Israel is God thee heaven earth keepest covenant lovingkindness thy servants walk thee heart hast kept thy servant David father thou didst promise yea thou spakest thy mouth hast fulfilled thy hand is day Now therefore O Jehovah God Israel keep thy servant David father thou hast promised saying not fail thee man sight sit throne Israel only thy children take heed way walk law thou hast walked me Now therefore O Jehovah God Israel let thy word be verified thou spakest unto thy servant David But God very deed dwell men earth behold heaven heaven heavens not contain thee much less house have builded Yet have thou respect prayer thy servant supplication O Jehovah God hearken cry prayer thy servant prayeth thee thine eyes be open house day night even place whereof thou hast said thou wouldest put thy name there hearken prayer thy servant pray place And hearken thou supplications thy servant thy people Israel pray place yea hear thou thy dwelling place even heaven thou hearest forgive If man sin neighbor oath be laid cause swear come     swear thine altar house then hear thou heaven do judge thy servants requiting wicked bring way own head justifying righteous give according righteousness And thy people Israel be smitten enemy have sinned thee turn again confess thy name pray make supplication thee house then hear thou heaven forgive sin thy people Israel bring again land thou gavest fathers When heavens are shut is rain have sinned thee pray place confess thy name turn sin thou dost afflict then hear thou heaven forgive sin thy servants thy people Israel thou teachest good way walk send rain thy land thou hast given thy people inheritance If there be land famine be pestilence be blasting mildew locust caterpillar enemies besiege land cities whatsoever plague whatsoever sickness there be prayer supplication soever be made man thy people Israel know man own plague own sorrow spread forth hands house then hear thou heaven thy dwelling place forgive render unto man according ways heart thou knowest thou even thou only knowest hearts children men fear thee walk thy ways so long live land thou gavest fathers Moreover concerning foreigner is not thy people Israel come far country thy great name sake thy mighty hand thine outstretched arm come pray house then hear thou heaven even thy dwelling place do according foreigner calleth thee peoples earth know thy name fear thee doth thy people Israel know house have built is called thy name If thy people go battle enemies whatsoever way thou shalt send pray unto thee city thou hast chosen house have built thy name then hear thou heaven prayer supplication maintain cause If sin thee is man sinneth not thou be angry deliver enemy carry away captive land far yet bethink land are carried captive turn again make supplication thee land captivity saying have sinned have done perversely have dealt wickedly return unto thee heart soul land captivity have carried captive pray land thou gavest fathers city thou hast chosen house have built thy name then hear thou heaven even thy dwelling place prayer supplications maintain cause forgive thy people have sinned thee Now O God let beseech thee thine eyes be open let thine ears be attent prayer is made place Now therefore arise O Jehovah God thy resting place thou ark thy strength let thy priests O Jehovah God be clothed salvation let thy saints rejoice goodness   O Jehovah God turn not away face thine anointed remember   thy   lovingkindnesses David thy servant 
374,2 Chronicles,7,Now Solomon had made end praying fire came down heaven consumed burnt offering sacrifices glory Jehovah filled house And priests not enter house Jehovah glory Jehovah filled Jehovah house And children Israel looked fire came down glory Jehovah was house bowed faces ground pavement worshipped gave thanks unto Jehovah   saying   is good lovingkindness   endureth   king people offered sacrifice Jehovah And king Solomon offered sacrifice twenty two thousand oxen hundred twenty thousand sheep king people dedicated house God And priests stood according offices Levites also instruments music Jehovah David king had made give thanks unto Jehovah lovingkindness   endureth   ever David praised ministry priests sounded trumpets Israel stood Moreover Solomon hallowed middle court was house Jehovah offered burnt offerings fat peace offerings brazen altar Solomon had made was not able receive burnt offering meal offering fat So Solomon held feast time seven days Israel very great assembly entrance Hamath brook Egypt And eighth day held solemn assembly kept dedication altar seven days feast seven days And three twentieth day seventh month sent people away tents joyful glad heart goodness Jehovah had showed David Solomon Israel people Thus Solomon finished house Jehovah king house came Solomon heart make house Jehovah own house prosperously effected And Jehovah appeared Solomon night said unto have heard thy prayer have chosen place myself house sacrifice If shut heavens so is rain command locust devour land send pestilence people people are called name humble pray seek face turn wicked ways then hear heaven forgive sin heal land Now mine eyes be open mine ears attent prayer is made place For now have chosen hallowed house name be ever mine eyes heart be there perpetually And thee thou wilt walk David father walked do according have commanded thee wilt keep statutes mine ordinances then establish throne thy kingdom according covenanted David thy father saying not fail thee man be ruler Israel But ye turn away forsake statutes commandments have set go serve other gods worship then pluck roots land have given house have hallowed name cast sight make proverb byword peoples And house is so high one passeth be astonished say hath Jehovah done thus land house answer forsook Jehovah God fathers brought forth land Egypt laid hold other gods worshipped served therefore hath brought evil 
375,2 Chronicles,8,came pass end twenty years wherein Solomon had built house Jehovah own house cities Huram had given Solomon Solomon built caused children Israel dwell there And Solomon went Hamath zobah prevailed it And built Tadmor wilderness store cities built Hamath Also built Beth horon upper Beth horon nether fortified cities walls gates bars Baalath store cities Solomon had cities chariots cities horsemen Solomon desired build pleasure Jerusalem Lebanon land dominion As people were left Hittites Amorites Perizzites Hivites Jebusites were not Israel children were left land children Israel consumed not did Solomon raise levy   bondservants   day But children Israel did Solomon make servants work were men war chief captains rulers chariots horsemen And were chief officers king Solomon even two hundred fifty bare rule people And Solomon brought daughter Pharaoh city David house had built said My wife not dwell house David king Israel places are holy ark Jehovah hath come Then Solomon offered burnt offerings unto Jehovah altar Jehovah had built porch even duty day required offering according commandment Moses sabbaths new moons set feasts three times year   even   feast unleavened bread feast weeks feast tabernacles And appointed according ordinance David father courses priests service Levites offices praise minister priests duty day required doorkeepers also courses gate so had David man God commanded And departed not commandment king priests Levites concerning matter concerning treasures Now work Solomon was prepared day foundation house Jehovah was finished   So house Jehovah was completed Then went Solomon Ezion geber Eloth seashore land Edom And Huram sent hands servants ships servants had knowledge sea came servants Solomon Ophir fetched thence four hundred fifty talents gold brought king Solomon 
376,2 Chronicles,9,queen Sheba heard fame Solomon came prove Solomon hard questions Jerusalem very great train camels bare spices gold abundance precious stones was come Solomon communed was heart And Solomon told questions was not anything hid Solomon told not And queen Sheba had seen wisdom Solomon house had built food table sitting servants attendance ministers apparel cupbearers also apparel ascent went up house Jehovah was more spirit her And said king was true report heard mine own land thine acts thy wisdom Howbeit believed not words came mine eyes had seen behold half greatness thy wisdom was not told thou exceedest fame heard Happy are thy men happy are thy servants stand continually thee hear thy wisdom Blessed be Jehovah thy God delighted thee set thee throne be king Jehovah thy God thy God loved Israel establish ever therefore made thee king do justice righteousness And gave king hundred twenty talents gold spices great abundance precious stones was such spice queen Sheba gave king Solomon And servants also Huram servants Solomon brought gold Ophir brought algum trees precious stones And king made algum trees terraces house Jehovah king house harps psalteries singers were none such seen land Judah And king Solomon gave queen Sheba desire asked had brought king turned went own land servants Now weight gold came Solomon one year was six hundred threescore six talents gold traders merchants brought kings Arabia governors country brought gold silver Solomon And king Solomon made two hundred bucklers beaten gold six hundred   shekels   beaten gold went one buckler And   made   three hundred shields beaten gold three hundred   shekels   gold went one shield king put house forest Lebanon Moreover king made great throne ivory overlaid pure gold And were six steps throne footstool gold were fastened throne stays side place seat two lions standing stays   twelve lions stood there one side other six steps was not like made kingdom And king Solomon drinking vessels were gold vessels house forest Lebanon were pure gold silver was nothing accounted days Solomon For king had ships went Tarshish servants Huram once three years came ships Tarshish bringing gold silver ivory apes peacocks So king Solomon exceeded kings earth riches wisdom And kings earth sought presence Solomon hear wisdom God had put heart And brought man tribute vessels silver vessels gold raiment armor spices horses mules rate year year And Solomon had four thousand stalls horses chariots twelve thousand horsemen bestowed chariot cities king Jerusalem And ruled kings River even unto land Philistines border Egypt And king made silver be Jerusalem stones cedars made be sycomore trees are lowland abundance And brought horses Solomon Egypt lands Now rest acts Solomon first last are not written history Nathan prophet prophecy Ahijah Shilonite visions Iddo seer concerning Jeroboam son Nebat Solomon reigned Jerusalem Israel forty years And Solomon slept fathers was buried city David father Rehoboam son reigned stead 
377,2 Chronicles,10,Rehoboam went Shechem Israel were come Shechem make king And came pass Jeroboam son Nebat heard was Egypt whither had fled presence king Solomon Jeroboam returned Egypt And sent called Jeroboam Israel came spake Rehoboam saying Thy father made yoke grievous now therefore make thou grievous service thy father heavy yoke put lighter serve thee And said unto Come again three days people departed And king Rehoboam took counsel old men had stood Solomon father yet lived saying counsel give ye return answer people spake unto saying thou be kind people please speak good words then be thy servants ever But forsook counsel old men had given took counsel young men were grown stood him And said unto counsel give ye return answer people have spoken saying Make yoke thy father did put lighter young men were grown spake unto saying Thus shalt thou say people spake unto thee saying Thy father made yoke heavy make thou lighter unto thus shalt thou say My little finger is thicker father loins And now father did lade heavy yoke add yoke father chastised whips   chastise   scorpions So Jeroboam people came Rehoboam third day king bade saying Come again third day And king answered roughly king Rehoboam forsook counsel old men spake counsel young men saying My father made yoke heavy add thereto father chastised whips   chastise   king hearkened not people was brought God Jehovah establish word spake Ahijah Shilonite Jeroboam son Nebat And Israel saw king hearkened not unto people answered king saying portion have David have inheritance son Jesse man tents O Israel now see thine own house David So all Israel departed tents But children Israel dwelt cities Judah Rehoboam reigned them Then king Rehoboam sent Hadoram was men subject taskwork children Israel stoned death stones king Rehoboam made speed get chariot flee Jerusalem So Israel rebelled house David day 
378,2 Chronicles,11,Rehoboam was come Jerusalem assembled house Judah Benjamin hundred fourscore thousand chosen men were warriors fight Israel bring kingdom again Rehoboam But word Jehovah came Shemaiah man God saying Speak Rehoboam son Solomon king Judah Israel Judah Benjamin saying Thus saith Jehovah Ye not go fight brethren return man house thing is hearkened words Jehovah returned going Jeroboam And Rehoboam dwelt Jerusalem built cities defence Judah He built Beth lehem Etam Tekoa Beth zur Soco Adullam Gath Mareshah Ziph Adoraim Lachish Azekah Zorah Aijalon Hebron are Judah Benjamin fortified cities And fortified strongholds put captains stores victuals oil wine And city   put   shields spears made exceeding strong Judah Benjamin belonged him And priests Levites were Israel resorted border For left suburbs possession came Judah Jerusalem Jeroboam sons cast not execute priest office unto Jehovah appointed priests high places he goats calves had made And tribes Israel such set hearts seek Jehovah God Israel came Jerusalem sacrifice unto Jehovah God fathers So strengthened kingdom Judah made Rehoboam son Solomon strong three years walked three years way David Solomon And Rehoboam took wife Mahalath daughter Jerimoth son David     Abihail daughter Eliab son Jesse bare sons Jeush Shemariah Zaham And took Maacah daughter Absalom bare Abijah Attai Ziza Shelomith And Rehoboam loved Maacah daughter Absalom wives concubines took eighteen wives threescore concubines begat twenty eight sons threescore daughters Rehoboam appointed Abijah son Maacah be chief   even   prince brethren   was minded   make king And dealt wisely dispersed sons lands Judah Benjamin unto fortified city gave victuals abundance sought     many wives 
379,2 Chronicles,12,came pass kingdom Rehoboam was established was strong forsook law Jehovah Israel him And came pass fifth year king Rehoboam Shishak king Egypt came Jerusalem had trespassed Jehovah twelve hundred chariots threescore thousand horsemen people were number came Egypt Lubim Sukkiim Ethiopians And took fortified cities pertained Judah came unto Jerusalem Now Shemaiah prophet came Rehoboam princes Judah were gathered together Jerusalem Shishak said Thus saith Jehovah Ye have forsaken therefore have also left hand Shishak Then princes Israel king humbled said Jehovah is righteous And Jehovah saw humbled word Jehovah came Shemaiah saying have humbled not destroy grant deliverance wrath not be poured Jerusalem hand Shishak Nevertheless be servants know service service kingdoms countries So Shishak king Egypt came Jerusalem took treasures house Jehovah treasures king house took away took away also shields gold Solomon had made And king Rehoboam made stead shields brass committed hands captains guard kept door king house And was so as oft king entered house Jehovah guard came bare brought guard chamber And humbled wrath Jehovah turned so not destroy altogether moreover Judah were good things   found    So king Rehoboam strengthened Jerusalem reigned Rehoboam was forty one years old began reign reigned seventeen years Jerusalem city Jehovah had chosen tribes Israel put name there mother name was Naamah Ammonitess And did was evil set not heart seek Jehovah Now acts Rehoboam first last are not written histories Shemaiah prophet Iddo seer manner genealogies were wars Rehoboam Jeroboam continually And Rehoboam slept fathers was buried city David Abijah son reigned stead 
380,2 Chronicles,13,eighteenth year king Jeroboam began Abijah reign Judah Three years reigned Jerusalem mother name was Micaiah daughter Uriel Gibeah was war Abijah Jeroboam And Abijah joined battle army valiant men war even four hundred thousand chosen men Jeroboam set battle array eight hundred thousand chosen men were mighty men valor And Abijah stood mount Zemaraim is hill country Ephraim said Hear O Jeroboam Israel ye not know Jehovah God Israel gave kingdom Israel David ever even sons covenant salt Jeroboam son Nebat servant Solomon son David rose rebelled lord And were gathered worthless men base fellows strengthened Rehoboam son Solomon Rehoboam was young tender hearted not withstand them And now ye think withstand kingdom Jehovah hand sons David ye are great multitude are golden calves Jeroboam made gods Have ye not driven priests Jehovah sons Aaron Levites made priests manner peoples   other   lands so whosoever cometh consecrate young bullock seven rams same be priest   are   gods But Jehovah is God have not forsaken have   priests ministering unto Jehovah sons Aaron Levites work burn unto Jehovah morning evening burnt offerings sweet incense showbread also   set   order pure table candlestick gold lamps thereof burn evening keep charge Jehovah God ye have forsaken him And behold God is head priests trumpets alarm sound alarm O children Israel fight not Jehovah God fathers ye not prosper But Jeroboam caused ambushment come so were Judah ambushment was them And Judah looked back behold battle was cried unto Jehovah priests sounded trumpets Then men Judah gave shout men Judah shouted came pass God smote Jeroboam Israel Abijah Judah And children Israel fled Judah God delivered hand And Abijah people slew great slaughter so fell down slain Israel five hundred thousand chosen men Thus children Israel were brought time children Judah prevailed relied Jehovah God fathers And Abijah pursued Jeroboam took cities Beth el towns thereof Jeshanah towns thereof Ephron towns thereof Neither did Jeroboam recover strength again days Abijah Jehovah smote died But Abijah waxed mighty took unto fourteen wives begat twenty two sons sixteen daughters And rest acts Abijah ways sayings are written commentary prophet Iddo 
381,2 Chronicles,14,So Abijah slept fathers buried city David Asa son reigned stead days land was quiet ten years And Asa did was good right eyes Jehovah God took foreign altars high places brake pillars hewed Asherim commanded Judah seek Jehovah God fathers do law commandment Also took away cities Judah high places sun images kingdom was quiet before him And built fortified cities Judah land was quiet had war years Jehovah had given rest For said unto Judah Let build cities make walls towers gates bars land is yet have sought Jehovah God have sought hath given rest side So built prospered And Asa had army bare bucklers spears Judah three hundred thousand Benjamin bare shields drew bows two hundred fourscore thousand were mighty men valor And came Zerah Ethiopian army thousand thousand three hundred chariots came unto Mareshah Then Asa went meet set battle array valley Zephathah Mareshah And Asa cried unto Jehovah God said Jehovah is none thee help mighty hath strength help O Jehovah God rely thee thy name are come multitude O Jehovah thou art God let not man prevail thee So Jehovah smote Asa Judah fled And Asa people were pursued unto Gerar fell Ethiopians so many not recover were destroyed Jehovah host carried away very much smote cities round Gerar fear Jehovah came despoiled cities was much spoil them They smote also tents cattle carried away sheep abundance camels returned Jerusalem 
382,2 Chronicles,15,Spirit God came Azariah son Oded went meet Asa said unto Hear Asa Judah Benjamin Jehovah is ye are ye seek be found ye forsake forsake you Now long season Israel was true God teaching priest law distress turned unto Jehovah God Israel sought was found them And times was peace went came great vexations were inhabitants lands And were broken pieces nation nation city city God did vex adversity But be ye strong let not hands be slack work be rewarded And Asa heard words prophecy Oded prophet took courage put abominations land Judah Benjamin cities had taken hill country Ephraim renewed altar Jehovah was porch Jehovah And gathered Judah Benjamin sojourned Ephraim Manasseh Simeon fell Israel abundance saw Jehovah God was him So gathered together Jerusalem third month fifteenth year reign Asa And sacrificed unto Jehovah day spoil had brought seven hundred oxen seven thousand sheep And entered covenant seek Jehovah God fathers heart soul not seek Jehovah God Israel be put death small great man woman And sware unto Jehovah loud voice shouting trumpets cornets And Judah rejoiced oath had sworn heart sought whole desire was found Jehovah gave rest round about And also Maacah mother Asa king removed being queen had made abominable image Asherah Asa cut image made dust burnt brook Kidron But high places were not taken away Israel nevertheless heart Asa was perfect days And brought house God things father had dedicated had dedicated silver gold vessels And there was more war five thirtieth year reign Asa 
383,2 Chronicles,16,six thirtieth year reign Asa Baasha king Israel went Judah built Ramah not suffer one go come Asa king Judah Then Asa brought silver gold treasures house Jehovah king house sent Ben hadad king Syria dwelt Damascus saying   is   league thee   was   father thy father behold have sent thee silver gold go break thy league Baasha king Israel depart me And Ben hadad hearkened unto king Asa sent captains armies cities Israel smote Ijon Dan Abel maim store cities Naphtali And came pass Baasha heard thereof left building Ramah let work cease Then Asa king took Judah carried away stones Ramah timber thereof wherewith Baasha had builded built therewith Geba Mizpah And time Hanani seer came Asa king Judah said unto thou hast relied king Syria hast not relied Jehovah thy God therefore is host king Syria escaped thy not Lubim huge host chariots horsemen exceeding many yet thou didst rely Jehovah delivered thy hand For eyes Jehovah run fro whole earth show strong behalf heart is perfect Herein thou done foolishly henceforth thou shalt have wars Then Asa was wroth seer put prison house was rage thing Asa oppressed people same time And behold acts Asa first last lo are written book kings Judah Israel And thirty ninth year reign Asa was diseased feet disease was exceeding great yet disease sought not Jehovah physicians And Asa slept fathers died one fortieth year reign And buried own sepulchres had hewn city David laid bed was filled sweet odors divers kinds   spices   prepared perfumers art made very great burning 
384,2 Chronicles,17,Jehoshaphat son reigned stead strengthened Israel And placed forces fortified cities Judah set garrisons land Judah cities Ephraim Asa father had taken And Jehovah was Jehoshaphat walked first ways father David sought not Baalim sought God father walked commandments not doings Israel Therefore Jehovah established kingdom hand Judah brought Jehoshaphat tribute had riches honor abundance And heart was lifted ways Jehovah furthermore took high places Asherim Judah Also third year reign sent princes even Ben hail Obadiah Zechariah Nethanel Micaiah teach cities Judah Levites even Shemaiah Nethaniah Zebadiah Asahel Shemiramoth Jehonathan Adonijah Tobijah Tob adonijah Levites Elishama Jehoram priests And taught Judah having book law Jehovah went cities Judah taught people And fear Jehovah fell kingdoms lands were round Judah made war Jehoshaphat And Philistines brought Jehoshaphat presents silver tribute Arabians also brought flocks seven thousand seven hundred rams seven thousand seven hundred he goats And Jehoshaphat waxed great exceedingly built Judah castles cities store And had many works cities Judah men war mighty men valor Jerusalem And was numbering according fathers houses Judah captains thousands Adnah captain mighty men valor three hundred thousand next Jehohanan captain two hundred fourscore thousand next Amasiah son Zichri willingly offered unto Jehovah two hundred thousand mighty men valor And Benjamin Eliada mighty man valor two hundred thousand armed bow shield next Jehozabad hundred fourscore thousand ready prepared war These were waited king king put fortified cities Judah 
385,2 Chronicles,18,Now Jehoshaphat had riches honor abundance joined affinity Ahab And certain years went down Ahab Samaria Ahab killed sheep oxen abundance people were moved go     Ramoth gilead And Ahab king Israel said unto Jehoshaphat king Judah Wilt thou go Ramoth gilead answered am thou art people thy people be   thee war And Jehoshaphat said king Israel Inquire first pray thee word Jehovah Then king Israel gathered prophets together four hundred men said Shall go Ramoth gilead battle forbear said Go God deliver hand king But Jehoshaphat said Is there not here prophet Jehovah besides inquire king Israel said unto Jehoshaphat is yet one man inquire Jehovah hate never prophesieth good concerning always evil same is Micaiah son Imla Jehoshaphat said Let not king say so Then king Israel called officer said Fetch quickly Micaiah son Imla Now king Israel Jehoshaphat king Judah sat throne arrayed robes were sitting open place entrance gate Samaria prophets were prophesying them And Zedekiah son Chenaanah made horns iron said Thus saith Jehovah shalt thou be consumed And prophets prophesied so saying Go Ramoth gilead prosper Jehovah deliver hand king And messenger went call Micaiah spake saying Behold words prophets   declare   good king one mouth let thy word therefore pray thee be one theirs speak thou good And Micaiah said Jehovah liveth God saith speak And was come king king said unto Micaiah go Ramoth gilead battle forbear said Go ye prosper be delivered king said How many times adjure thee thou speak nothing truth name Jehovah said saw Israel scattered mountains sheep have shepherd Jehovah said have master let return man house king Israel said Jehoshaphat Did not tell thee not prophesy good concerning evil   Micaiah   said Therefore hear word Jehovah saw Jehovah sitting throne host heaven standing right hand left And Jehovah said entice Ahab king Israel go fall Ramoth gilead one spake saying manner saying manner And there came forth spirit stood Jehovah said entice Jehovah said unto Wherewith said go forth be lying spirit mouth prophets said Thou shalt entice shalt prevail also go forth do so Now therefore behold Jehovah hath put lying spirit mouth thy prophets Jehovah hath spoken evil concerning thee Then Zedekiah son Chenaanah came near smote Micaiah cheek said Which way went Spirit Jehovah speak unto thee Micaiah said Behold thou shalt see day thou shalt go inner chamber hide king Israel said Take ye Micaiah carry back Amon governor city Joash king son say Thus saith king Put fellow prison feed bread affliction water affliction return peace And Micaiah said thou return peace Jehovah hath not spoken said Hear ye peoples king Israel Jehoshaphat king Judah went up Ramoth gilead And king Israel said unto Jehoshaphat disguise go battle put thou thy robes king Israel disguised went battle Now king Syria had commanded captains chariots saying Fight small great save only king Israel And came pass captains chariots saw Jehoshaphat said is king Israel Therefore turned fight Jehoshaphat cried Jehovah helped God moved   depart   him And came pass captains chariots saw was not king Israel turned pursuing certain man drew bow venture smote king Israel joints armor wherefore said driver chariot Turn thy hand carry host am sore wounded And battle increased day howbeit king Israel stayed chariot even time going sun died 
386,2 Chronicles,19,Jehoshaphat king Judah returned house peace Jerusalem And Jehu son Hanani seer went meet said king Jehoshaphat Shouldest thou help wicked love hate Jehovah thing wrath is upon thee Jehovah Nevertheless are good things found thee thou hast put Asheroth land hast set thy heart seek God And Jehoshaphat dwelt Jerusalem went again people Beer sheba hill country Ephraim brought unto Jehovah God fathers And set judges land fortified cities Judah city city said judges Consider ye do ye judge not man Jehovah   is   judgment Now therefore let fear Jehovah be take heed do is iniquity Jehovah God respect persons taking bribes Moreover Jerusalem did Jehoshaphat set Levites priests heads fathers   houses   Israel judgment Jehovah controversies returned Jerusalem And charged saying Thus ye do fear Jehovah faithfully perfect heart And controversy come brethren dwell cities blood blood law commandment statutes ordinances ye warn be not guilty towards Jehovah so wrath come upon brethren do ye not be guilty And behold Amariah chief priest is matters Jehovah Zebadiah son Ishmael ruler house Judah king matters also Levites be officers   Deal courageously Jehovah be good 
